,name,label
2527,2009_001417,2.99
2735,2009_002256,2.99
2928,2009_003013,2.99
3051,2009_003531,2.99
3562,2010_000190,2.99
3921,2010_001529,2.99
3965,2010_001687,2.99
4271,2010_002956,2.99
4399,2010_003488,2.99
4441,2010_003651,2.99
4771,2010_004960,2.99
2068,2008_008525,2.99003
1618,2008_006682,2.990038
4078,2010_002136,2.990265
4365,2010_003316,2.991156
4489,2010_003847,2.991182
570,2008_002419,2.99142
3325,2009_004579,2.993281
519,2008_002167,2.993939
3660,2010_000510,2.994137
2674,2009_002035,2.994287
688,2008_002904,2.994429
2816,2009_002591,2.994613
3405,2009_004914,2.995
2464,2009_001203,2.995322
4935,2010_005575,2.995439
3027,2009_003425,2.995774
953,2008_003996,2.995885
3282,2009_004409,2.995931
137,2008_000514,2.996566
969,2008_004066,2.99671
1148,2008_004736,2.996957
1756,2008_007247,2.997003
1367,2008_005588,2.997173
4683,2010_004634,2.997667
2981,2009_003217,2.997904
2917,2009_002975,2.997951
628,2008_002675,2.998753
231,2008_000931,2.998807
4758,2010_004919,2.999361
2867,2009_002765,2.999649
2518,2009_001385,2.999799
112,2008_000422,3
203,2008_000805,3
307,2008_001241,3
312,2008_001267,3
695,2008_002929,3
774,2008_003300,3
899,2008_003788,3
3587,2010_000279,3
4552,2010_004120,3
3339,2009_004634,3.000122
3685,2010_000622,3.000137
3875,2010_001382,3.000156
2091,2008_008617,3.000179
644,2008_002728,3.00022
1044,2008_004342,3.00034
3695,2010_000651,3.000363
1090,2008_004512,3.0005
4559,2010_004140,3.00082
667,2008_002823,3.000845
1202,2008_004955,3.001754
1345,2008_005490,3.00207
2979,2009_003209,3.002418
27,2008_000097,3.002711
3067,2009_003606,3.002847
4736,2010_004830,3.002861
1340,2008_005469,3.002879
1958,2008_008074,3.002924
700,2008_002957,3.003119
5088,2011_000070,3.003754
2541,2009_001475,3.004048
3185,2009_004023,3.004156
2982,2009_003224,3.004167
317,2008_001299,3.004421
2152,2009_000072,3.004561
1449,2008_005924,3.005271
3358,2009_004719,3.005427
4841,2010_005201,3.005941
964,2008_004036,3.00596
120,2008_000461,3.005982
1869,2008_007752,3.006645
5492,2011_001866,3.006696
2471,2009_001227,3.007269
4070,2010_002106,3.007383
5094,2011_000102,3.007551
4986,2010_005756,3.007824
760,2008_003232,3.007942
4965,2010_005688,3.008238
338,2008_001414,3.00838
2624,2009_001818,3.008446
3308,2009_004509,3.009043
5173,2011_000468,3.009089
4486,2010_003821,3.009299
4337,2010_003197,3.009368
159,2008_000640,3.009437
650,2008_002749,3.01
1073,2008_004453,3.01
1400,2008_005706,3.01
1408,2008_005747,3.01
1624,2008_006703,3.01
1628,2008_006717,3.01
1796,2008_007442,3.01
1846,2008_007665,3.01
1922,2008_007942,3.01
1975,2008_008131,3.01
2271,2009_000512,3.01
2577,2009_001636,3.01
2644,2009_001898,3.01
2803,2009_002535,3.01
3082,2009_003664,3.01
3531,2010_000091,3.01
3559,2010_000182,3.01
3581,2010_000250,3.01
3652,2010_000485,3.01
3805,2010_001100,3.01
3891,2010_001430,3.01
3923,2010_001539,3.01
4157,2010_002436,3.01
4665,2010_004559,3.01
4786,2010_005018,3.01
4895,2010_005424,3.01
5381,2011_001399,3.01
5607,2011_002419,3.010415
2765,2009_002373,3.010687
2267,2009_000501,3.011367
828,2008_003507,3.011584
1821,2008_007546,3.011816
557,2008_002357,3.011819
996,2008_004166,3.011826
4755,2010_004916,3.012094
1798,2008_007466,3.012273
1312,2008_005375,3.012641
302,2008_001210,3.013018
3130,2009_003804,3.013117
1671,2008_006912,3.013348
1688,2008_006980,3.013406
1164,2008_004805,3.013954
4868,2010_005338,3.013962
671,2008_002834,3.014225
1414,2008_005780,3.014229
2959,2009_003125,3.014256
1556,2008_006336,3.014612
2477,2009_001252,3.015154
4914,2010_005500,3.015348
915,2008_003866,3.015642
3938,2010_001596,3.015805
5585,2011_002341,3.016114
2325,2009_000716,3.016329
897,2008_003780,3.016444
4994,2010_005780,3.01653
773,2008_003291,3.016768
497,2008_002052,3.017112
3841,2010_001264,3.018006
4281,2010_003007,3.018032
705,2008_002972,3.018353
584,2008_002466,3.018458
4208,2010_002691,3.018717
2298,2009_000606,3.01902
3274,2009_004368,3.019093
3758,2010_000889,3.019155
2920,2009_002990,3.01941
640,2008_002714,3.019476
1879,2008_007805,3.019609
5526,2011_002040,3.019944
495,2008_002043,3.02
1190,2008_004907,3.02
1437,2008_005877,3.02
1514,2008_006151,3.02
1572,2008_006408,3.02
1584,2008_006512,3.02
1705,2008_007054,3.02
1784,2008_007389,3.02
1832,2008_007588,3.02
1976,2008_008132,3.02
2095,2008_008623,3.02
2251,2009_000440,3.02
2347,2009_000770,3.02
2517,2009_001376,3.02
2599,2009_001732,3.02
2697,2009_002117,3.02
2832,2009_002632,3.02
2971,2009_003185,3.02
3033,2009_003450,3.02
3354,2009_004697,3.02
3391,2009_004867,3.02
3614,2010_000358,3.02
3626,2010_000393,3.02
3900,2010_001452,3.02
3948,2010_001633,3.02
4268,2010_002939,3.02
4295,2010_003055,3.02
4352,2010_003259,3.02
4382,2010_003398,3.02
4406,2010_003522,3.02
4479,2010_003791,3.02
4492,2010_003857,3.02
4513,2010_003954,3.02
4629,2010_004420,3.02
4773,2010_004967,3.02
4964,2010_005684,3.02
5037,2010_005973,3.02
5112,2011_000197,3.02
5294,2011_001034,3.02
5339,2011_001232,3.02
5509,2011_001951,3.02
3298,2009_004478,3.02059
2700,2009_002122,3.02115
555,2008_002349,3.021347
5048,2010_005995,3.021547
3057,2009_003563,3.02159
2777,2009_002424,3.021624
4000,2010_001841,3.021632
968,2008_004064,3.021889
3396,2009_004888,3.021928
4012,2010_001869,3.022214
3117,2009_003760,3.022264
391,2008_001629,3.022525
556,2008_002350,3.02288
2016,2008_008321,3.023109
1079,2008_004462,3.023282
1149,2008_004740,3.023304
567,2008_002410,3.023335
995,2008_004155,3.023412
647,2008_002733,3.02345
4348,2010_003244,3.023505
1596,2008_006564,3.023578
2682,2009_002073,3.02367
11,2008_000045,3.023808
3668,2010_000552,3.024483
818,2008_003478,3.025065
5097,2011_000112,3.025201
1562,2008_006353,3.025339
3190,2009_004043,3.025406
4255,2010_002884,3.025493
3409,2009_004943,3.025543
290,2008_001169,3.025847
3803,2010_001092,3.025895
4694,2010_004672,3.026701
252,2008_000993,3.026744
3979,2010_001752,3.027309
3186,2009_004031,3.02779
2089,2008_008611,3.027888
477,2008_001989,3.028041
2428,2009_001082,3.028381
3839,2010_001256,3.028465
331,2008_001353,3.02947
236,2008_000943,3.029678
3076,2009_003640,3.029903
884,2008_003743,3.02991
893,2008_003772,3.03
1344,2008_005485,3.03
1512,2008_006147,3.03
1577,2008_006470,3.03
1770,2008_007312,3.03
2120,2008_008732,3.03
2173,2009_000136,3.03
2262,2009_000483,3.03
2387,2009_000935,3.03
2424,2009_001074,3.03
2738,2009_002267,3.03
2821,2009_002607,3.03
3174,2009_003975,3.03
3539,2010_000113,3.03
3854,2010_001317,3.03
3899,2010_001451,3.03
4170,2010_002499,3.03
4798,2010_005062,3.03
5271,2011_000922,3.03
5378,2011_001389,3.03
5432,2011_001611,3.03
3693,2010_000644,3.030014
5408,2011_001537,3.030174
3209,2009_004117,3.030909
906,2008_003825,3.031345
396,2008_001655,3.031389
1402,2008_005719,3.031578
4833,2010_005169,3.03168
1557,2008_006339,3.032511
101,2008_000391,3.03305
260,2008_001040,3.033481
4875,2010_005364,3.033533
2605,2009_001747,3.034291
1420,2008_005805,3.034311
868,2008_003677,3.034619
959,2008_004007,3.034642
2810,2009_002567,3.035187
303,2008_001225,3.035235
1696,2008_007025,3.035431
918,2008_003873,3.035574
936,2008_003926,3.035621
2988,2009_003257,3.035784
2775,2009_002420,3.035905
2687,2009_002089,3.036197
3150,2009_003900,3.036961
5713,2011_002938,3.03758
3359,2009_004728,3.037656
2086,2008_008595,3.038216
3296,2009_004465,3.038364
4729,2010_004812,3.038459
1024,2008_004276,3.038478
171,2008_000677,3.038692
1485,2008_006064,3.038746
412,2008_001727,3.03903
118,2008_000445,3.039087
108,2008_000403,3.039227
4880,2010_005375,3.039427
713,2008_003018,3.039432
790,2008_003373,3.039502
1643,2008_006773,3.039558
253,2008_000999,3.039631
3243,2009_004218,3.039815
3363,2009_004745,3.039845
1096,2008_004528,3.04
1214,2008_004998,3.04
1221,2008_005042,3.04
1235,2008_005096,3.04
1416,2008_005792,3.04
1423,2008_005812,3.04
1442,2008_005893,3.04
1558,2008_006341,3.04
1599,2008_006598,3.04
1637,2008_006751,3.04
1663,2008_006880,3.04
1714,2008_007082,3.04
1931,2008_007981,3.04
1990,2008_008218,3.04
2045,2008_008424,3.04
2321,2009_000696,3.04
2448,2009_001155,3.04
2496,2009_001314,3.04
2570,2009_001595,3.04
2623,2009_001810,3.04
2766,2009_002374,3.04
2804,2009_002536,3.04
2932,2009_003031,3.04
3054,2009_003539,3.04
3072,2009_003627,3.04
3348,2009_004670,3.04
3503,2010_000002,3.04
3755,2010_000879,3.04
3782,2010_001000,3.04
4140,2010_002379,3.04
4262,2010_002917,3.04
4288,2010_003034,3.04
4706,2010_004717,3.04
4824,2010_005143,3.04
4897,2010_005434,3.04
4944,2010_005601,3.04
5064,2010_006061,3.04
5178,2011_000494,3.04
5707,2011_002913,3.04
890,2008_003754,3.040272
3687,2010_000626,3.041081
1121,2008_004634,3.041551
5057,2010_006032,3.041565
612,2008_002606,3.041686
1902,2008_007870,3.042036
4485,2010_003818,3.042165
3324,2009_004572,3.042305
5016,2010_005874,3.042318
2382,2009_000927,3.042694
4113,2010_002254,3.042972
1533,2008_006227,3.044005
3673,2010_000564,3.044171
3299,2009_004479,3.044635
192,2008_000775,3.044726
925,2008_003888,3.044853
2552,2009_001518,3.045188
4947,2010_005608,3.045309
1555,2008_006335,3.045529
5287,2011_001004,3.045541
608,2008_002590,3.045924
1978,2008_008147,3.046066
1246,2008_005132,3.046629
5488,2011_001855,3.046682
622,2008_002650,3.046863
1228,2008_005070,3.047138
3645,2010_000470,3.047156
489,2008_002031,3.047301
297,2008_001190,3.047441
4345,2010_003230,3.047669
2442,2009_001134,3.048326
636,2008_002696,3.048415
3217,2009_004153,3.048505
2699,2009_002120,3.048775
2519,2009_001387,3.048845
1673,2008_006920,3.04887
2564,2009_001570,3.049113
2927,2009_003012,3.049264
186,2008_000737,3.049665
3846,2010_001286,3.0497
858,2008_003626,3.049865
938,2008_003932,3.049886
939,2008_003933,3.05
1025,2008_004278,3.05
1287,2008_005260,3.05
1531,2008_006221,3.05
1627,2008_006715,3.05
1709,2008_007069,3.05
1722,2008_007118,3.05
2373,2009_000895,3.05
2374,2009_000897,3.05
2484,2009_001279,3.05
2529,2009_001424,3.05
2537,2009_001453,3.05
2658,2009_001964,3.05
2724,2009_002219,3.05
3142,2009_003852,3.05
3297,2009_004475,3.05
3424,2009_005008,3.05
3512,2010_000036,3.05
3578,2010_000244,3.05
3691,2010_000635,3.05
3769,2010_000927,3.05
3995,2010_001827,3.05
4189,2010_002589,3.05
4206,2010_002668,3.05
4223,2010_002747,3.05
4261,2010_002914,3.05
4413,2010_003541,3.05
4472,2010_003761,3.05
4477,2010_003779,3.05
4499,2010_003884,3.05
4650,2010_004491,3.05
4781,2010_004992,3.05
5174,2011_000469,3.05
5187,2011_000519,3.05
5275,2011_000950,3.05
5351,2011_001272,3.05
5363,2011_001323,3.05
5422,2011_001582,3.05
5444,2011_001653,3.05
5514,2011_001966,3.05
5590,2011_002362,3.05
5695,2011_002831,3.05
5267,2011_000895,3.05011
155,2008_000615,3.050157
395,2008_001653,3.050624
4274,2010_002973,3.05079
264,2008_001055,3.050834
1481,2008_006045,3.051193
2323,2009_000705,3.051611
1806,2008_007498,3.051795
142,2008_000552,3.051863
3791,2010_001032,3.052296
5493,2011_001871,3.052895
4811,2010_005100,3.052928
386,2008_001615,3.052949
3395,2009_004887,3.053023
4369,2010_003342,3.053378
978,2008_004101,3.053872
1880,2008_007806,3.054123
271,2008_001081,3.05539
3206,2009_004108,3.055607
5022,2010_005896,3.055652
793,2008_003384,3.055723
3244,2009_004222,3.055742
2330,2009_000732,3.055921
379,2008_001589,3.056136
178,2008_000711,3.056172
2486,2009_001285,3.05618
5040,2010_005980,3.056201
1521,2008_006188,3.056353
842,2008_003576,3.056652
2955,2009_003107,3.05702
5070,2010_006086,3.057516
1935,2008_007999,3.057737
3058,2009_003565,3.057888
69,2008_000270,3.058041
2943,2009_003074,3.058139
2119,2008_008724,3.058387
4898,2010_005441,3.058419
3672,2010_000561,3.058524
826,2008_003501,3.058699
4096,2010_002195,3.058857
1597,2008_006567,3.058933
3749,2010_000862,3.059131
891,2008_003755,3.05916
634,2008_002684,3.06
1110,2008_004612,3.06
1155,2008_004768,3.06
1573,2008_006416,3.06
1642,2008_006765,3.06
1729,2008_007142,3.06
1743,2008_007196,3.06
1940,2008_008011,3.06
2002,2008_008263,3.06
2155,2009_000084,3.06
2180,2009_000159,3.06
2299,2009_000611,3.06
2383,2009_000928,3.06
2426,2009_001079,3.06
2450,2009_001163,3.06
2569,2009_001594,3.06
2731,2009_002235,3.06
3074,2009_003637,3.06
3333,2009_004619,3.06
3486,2009_005242,3.06
3586,2010_000276,3.06
3710,2010_000717,3.06
3832,2010_001218,3.06
3844,2010_001275,3.06
3907,2010_001473,3.06
3951,2010_001637,3.06
3978,2010_001747,3.06
3987,2010_001795,3.06
3997,2010_001836,3.06
4039,2010_001978,3.06
4043,2010_001992,3.06
4111,2010_002247,3.06
4144,2010_002399,3.06
4589,2010_004252,3.06
4658,2010_004540,3.06
4820,2010_005128,3.06
4852,2010_005257,3.06
4974,2010_005727,3.06
5039,2010_005978,3.06
5098,2011_000114,3.06
5347,2011_001261,3.06
5377,2011_001388,3.06
5434,2011_001614,3.06
4372,2010_003358,3.060037
4176,2010_002531,3.060268
4307,2010_003097,3.060904
175,2008_000696,3.060948
948,2008_003971,3.06135
2264,2009_000496,3.061423
756,2008_003210,3.061498
3644,2010_000468,3.061743
279,2008_001120,3.062194
531,2008_002220,3.062558
4889,2010_005401,3.062944
3023,2009_003406,3.0631
4775,2010_004980,3.063783
2332,2009_000737,3.063789
1686,2008_006965,3.063836
1827,2008_007576,3.064115
2884,2009_002847,3.064254
5,2008_000027,3.064627
1710,2008_007070,3.064925
2309,2009_000647,3.065054
189,2008_000756,3.065075
2481,2009_001263,3.065168
2024,2008_008345,3.066128
5113,2011_000202,3.066339
4465,2010_003742,3.066386
4625,2010_004390,3.066432
2090,2008_008616,3.066559
4065,2010_002089,3.066625
2592,2009_001699,3.066639
3716,2010_000727,3.066805
2337,2009_000748,3.066837
4280,2010_002995,3.067157
187,2008_000740,3.067165
3712,2010_000722,3.06788
5628,2011_002520,3.068106
467,2008_001965,3.068738
609,2008_002597,3.069255
1331,2008_005444,3.069256
3802,2010_001085,3.069345
3629,2010_000406,3.069466
517,2008_002158,3.069757
2452,2009_001172,3.069959
745,2008_003157,3.07
836,2008_003531,3.07
963,2008_004022,3.07
997,2008_004171,3.07
1150,2008_004742,3.07
1229,2008_005072,3.07
1364,2008_005569,3.07
1537,2008_006256,3.07
1645,2008_006776,3.07
1666,2008_006898,3.07
1789,2008_007424,3.07
1987,2008_008197,3.07
2063,2008_008501,3.07
2081,2008_008570,3.07
2274,2009_000523,3.07
2287,2009_000576,3.07
2295,2009_000600,3.07
2349,2009_000774,3.07
2427,2009_001081,3.07
2430,2009_001094,3.07
2516,2009_001375,3.07
2716,2009_002194,3.07
2866,2009_002764,3.07
2961,2009_003128,3.07
2966,2009_003153,3.07
2991,2009_003269,3.07
3006,2009_003345,3.07
3573,2010_000222,3.07
4229,2010_002767,3.07
4532,2010_004036,3.07
4675,2010_004591,3.07
4715,2010_004747,3.07
4787,2010_005021,3.07
4863,2010_005309,3.07
4869,2010_005344,3.07
5235,2011_000758,3.07
5342,2011_001252,3.07
2199,2009_000227,3.070036
1853,2008_007694,3.070888
727,2008_003073,3.070955
5733,2011_003055,3.071429
1764,2008_007279,3.071635
2407,2009_001007,3.071823
1136,2008_004695,3.072101
5608,2011_002436,3.072106
1961,2008_008083,3.07225
176,2008_000700,3.07321
4890,2010_005402,3.07359
3156,2009_003912,3.074166
3908,2010_001478,3.074699
5012,2010_005841,3.075
2073,2008_008533,3.07518
346,2008_001448,3.075345
3613,2010_000356,3.076016
4381,2010_003395,3.076034
2391,2009_000953,3.076111
1212,2008_004991,3.076139
1510,2008_006144,3.076227
606,2008_002583,3.076552
4334,2010_003187,3.076925
4924,2010_005536,3.077034
1837,2008_007621,3.077153
3985,2010_001787,3.07746
4402,2010_003496,3.077612
5686,2011_002786,3.077653
2144,2009_000045,3.07783
1280,2008_005240,3.078132
1745,2008_007208,3.078189
1050,2008_004363,3.078194
1635,2008_006743,3.078319
1713,2008_007076,3.078421
5004,2010_005821,3.078504
772,2008_003288,3.078522
5345,2011_001257,3.078917
4279,2010_002993,3.079196
649,2008_002738,3.079236
786,2008_003347,3.079264
4656,2010_004519,3.07974
2598,2009_001724,3.079806
439,2008_001838,3.079862
863,2008_003658,3.08
1017,2008_004258,3.08
1043,2008_004331,3.08
1233,2008_005088,3.08
1259,2008_005174,3.08
1428,2008_005845,3.08
1435,2008_005874,3.08
1587,2008_006524,3.08
1861,2008_007726,3.08
1865,2008_007738,3.08
2129,2009_000002,3.08
2253,2009_000449,3.08
2254,2009_000453,3.08
2293,2009_000593,3.08
2449,2009_001159,3.08
2473,2009_001236,3.08
2513,2009_001368,3.08
2659,2009_001971,3.08
2844,2009_002685,3.08
2899,2009_002902,3.08
3044,2009_003497,3.08
3066,2009_003605,3.08
3239,2009_004201,3.08
3294,2009_004454,3.08
3334,2009_004623,3.08
3445,2009_005103,3.08
3607,2010_000330,3.08
3665,2010_000536,3.08
3707,2010_000707,3.08
3752,2010_000874,3.08
3870,2010_001360,3.08
3959,2010_001668,3.08
3977,2010_001744,3.08
4015,2010_001893,3.08
4026,2010_001938,3.08
4258,2010_002900,3.08
4283,2010_003013,3.08
4415,2010_003549,3.08
4653,2010_004514,3.08
4670,2010_004576,3.08
4835,2010_005182,3.08
5297,2011_001047,3.08
5308,2011_001123,3.08
5380,2011_001394,3.08
5467,2011_001765,3.08
5582,2011_002322,3.08
5636,2011_002551,3.08
5704,2011_002885,3.08
2141,2009_000035,3.080059
2908,2009_002940,3.080333
2316,2009_000679,3.080879
3911,2010_001481,3.080903
1622,2008_006700,3.080943
3138,2009_003837,3.080966
3016,2009_003378,3.081899
3336,2009_004629,3.08202
2725,2009_002221,3.082029
4573,2010_004192,3.082151
325,2008_001322,3.082248
721,2008_003056,3.082492
5356,2011_001290,3.082658
3328,2009_004587,3.082729
232,2008_000934,3.083369
3588,2010_000283,3.083703
4185,2010_002573,3.084169
666,2008_002811,3.084236
3212,2009_004129,3.084248
1029,2008_004289,3.084307
3863,2010_001333,3.085107
212,2008_000841,3.085451
3968,2010_001694,3.085469
3017,2009_003379,3.085735
5524,2011_002038,3.085741
1465,2008_005991,3.085967
5447,2011_001663,3.087791
44,2008_000185,3.087909
4456,2010_003709,3.088102
1708,2008_007064,3.088158
1963,2008_008091,3.088271
3894,2010_001435,3.088406
2629,2009_001831,3.08843
683,2008_002885,3.088505
2995,2009_003278,3.088821
2502,2009_001344,3.089057
1650,2008_006797,3.08932
1544,2008_006289,3.089424
5399,2011_001508,3.089524
3877,2010_001386,3.089655
1003,2008_004203,3.09
1026,2008_004279,3.09
1098,2008_004552,3.09
1538,2008_006258,3.09
1649,2008_006792,3.09
1672,2008_006919,3.09
1719,2008_007103,3.09
1826,2008_007573,3.09
1893,2008_007840,3.09
2147,2009_000055,3.09
2289,2009_000585,3.09
2331,2009_000734,3.09
2404,2009_000995,3.09
2504,2009_001349,3.09
2688,2009_002093,3.09
2796,2009_002514,3.09
2910,2009_002954,3.09
3046,2009_003499,3.09
3160,2009_003929,3.09
3165,2009_003955,3.09
3378,2009_004801,3.09
3399,2009_004902,3.09
3422,2009_005005,3.09
3549,2010_000145,3.09
3606,2010_000329,3.09
3763,2010_000907,3.09
3829,2010_001199,3.09
4108,2010_002236,3.09
4127,2010_002319,3.09
4199,2010_002644,3.09
4224,2010_002750,3.09
4360,2010_003291,3.09
4466,2010_003744,3.09
4529,2010_004028,3.09
4619,2010_004366,3.09
4651,2010_004492,3.09
4793,2010_005048,3.09
4888,2010_005391,3.09
4901,2010_005462,3.09
5234,2011_000753,3.09
5322,2011_001166,3.09
5341,2011_001246,3.09
2997,2009_003294,3.09019
1049,2008_004362,3.090349
1418,2008_005800,3.090713
522,2008_002181,3.090726
2614,2009_001782,3.090842
3540,2010_000118,3.091645
1701,2008_007039,3.091845
500,2008_002071,3.092036
655,2008_002762,3.092069
449,2008_001866,3.092076
2514,2009_001369,3.092345
4910,2010_005494,3.092393
154,2008_000614,3.092597
1282,2008_005247,3.092597
4789,2010_005033,3.093596
2368,2009_000862,3.094233
311,2008_001264,3.094927
4481,2010_003807,3.095531
4361,2010_003299,3.09587
3364,2009_004749,3.096155
3536,2010_000103,3.096162
1828,2008_007581,3.096441
3592,2010_000293,3.096563
1225,2008_005057,3.096589
3583,2010_000261,3.097104
16,2008_000062,3.09722
3942,2010_001603,3.09737
100,2008_000383,3.097897
2447,2009_001152,3.097992
2000,2008_008257,3.098047
1594,2008_006558,3.098245
5503,2011_001919,3.098246
2582,2009_001648,3.098387
3738,2010_000807,3.098451
2071,2008_008530,3.0995
1271,2008_005214,3.099854
5614,2011_002461,3.099931
165,2008_000660,3.1
168,2008_000673,3.1
349,2008_001455,3.1
397,2008_001660,3.1
632,2008_002681,3.1
707,2008_002988,3.1
782,2008_003335,3.1
843,2008_003577,3.1
1319,2008_005400,3.1
1835,2008_007612,3.1
2087,2008_008607,3.1
3153,2009_003904,3.1
3449,2009_005128,3.1
3563,2010_000193,3.1
3723,2010_000747,3.1
4094,2010_002185,3.1
4397,2010_003481,3.1
4432,2010_003613,3.1
4507,2010_003928,3.1
4594,2010_004282,3.1
4849,2010_005236,3.1
5215,2011_000651,3.1
5403,2011_001525,3.1
5476,2011_001796,3.1
5569,2011_002251,3.1
5071,2011_000002,3.10003
2933,2009_003034,3.100464
3151,2009_003901,3.100574
792,2008_003381,3.100663
2615,2009_001783,3.101528
1782,2008_007384,3.101577
4377,2010_003375,3.101796
518,2008_002160,3.102216
2935,2009_003042,3.102332
1693,2008_007004,3.102706
4024,2010_001931,3.10271
1226,2008_005061,3.103752
2684,2009_002082,3.103993
3794,2010_001043,3.104458
305,2008_001235,3.105208
4547,2010_004092,3.105563
3555,2010_000169,3.106057
37,2008_000143,3.1062
4720,2010_004760,3.106318
2938,2009_003058,3.106529
455,2008_001905,3.10659
322,2008_001310,3.106758
409,2008_001716,3.107201
1759,2008_007260,3.107221
3656,2010_000495,3.107379
5516,2011_001971,3.107422
2693,2009_002099,3.108569
3616,2010_000370,3.108641
390,2008_001626,3.109738
3172,2009_003971,3.109747
810,2008_003449,3.11
908,2008_003830,3.11
1008,2008_004217,3.11
1142,2008_004711,3.11
1251,2008_005147,3.11
1258,2008_005172,3.11
1309,2008_005363,3.11
1427,2008_005834,3.11
1508,2008_006135,3.11
1609,2008_006629,3.11
1641,2008_006762,3.11
1792,2008_007433,3.11
1885,2008_007823,3.11
1971,2008_008115,3.11
2040,2008_008410,3.11
2079,2008_008560,3.11
2300,2009_000615,3.11
2651,2009_001927,3.11
2722,2009_002211,3.11
2841,2009_002680,3.11
2845,2009_002687,3.11
2930,2009_003022,3.11
3073,2009_003634,3.11
3106,2009_003735,3.11
3253,2009_004271,3.11
3440,2009_005079,3.11
3443,2009_005085,3.11
3479,2009_005220,3.11
3591,2010_000291,3.11
3628,2010_000399,3.11
3669,2010_000553,3.11
3753,2010_000875,3.11
3972,2010_001705,3.11
4077,2010_002133,3.11
4086,2010_002152,3.11
4123,2010_002305,3.11
4210,2010_002695,3.11
4247,2010_002853,3.11
4249,2010_002864,3.11
4294,2010_003054,3.11
4484,2010_003816,3.11
4662,2010_004550,3.11
4861,2010_005306,3.11
4912,2010_005497,3.11
4923,2010_005534,3.11
4937,2010_005584,3.11
4969,2010_005716,3.11
4995,2010_005784,3.11
5236,2011_000763,3.11
5534,2011_002096,3.11
5577,2011_002284,3.11
5644,2011_002568,3.11
1939,2008_008007,3.110146
2909,2009_002946,3.110468
4602,2010_004313,3.110821
1321,2008_005405,3.110962
545,2008_002299,3.110972
4285,2010_003024,3.111093
731,2008_003090,3.111141
2341,2009_000757,3.111324
2235,2009_000379,3.112385
2187,2009_000184,3.112424
4537,2010_004061,3.112532
1223,2008_005051,3.113828
3703,2010_000687,3.113835
2290,2009_000586,3.114032
5344,2011_001254,3.114099
99,2008_000382,3.114348
4748,2010_004878,3.114403
1415,2008_005788,3.114408
181,2008_000723,3.114494
4130,2010_002332,3.114853
5331,2011_001201,3.114856
2266,2009_000500,3.115082
4493,2010_003859,3.115384
2381,2009_000925,3.115405
3459,2009_005148,3.115418
592,2008_002495,3.115992
5461,2011_001720,3.116205
577,2008_002439,3.116233
4543,2010_004073,3.116481
1820,2008_007537,3.116482
4576,2010_004201,3.116764
1676,2008_006925,3.117
5060,2010_006042,3.11709
5502,2011_001910,3.117128
4536,2010_004060,3.117377
4080,2010_002139,3.117384
1151,2008_004745,3.117457
1199,2008_004942,3.117888
125,2008_000475,3.11858
1173,2008_004847,3.118618
992,2008_004135,3.118813
2531,2009_001427,3.119305
2333,2009_000741,3.119331
629,2008_002676,3.119408
2524,2009_001406,3.119469
5324,2011_001168,3.119556
2415,2009_001042,3.119614
3166,2009_003956,3.11991
957,2008_004003,3.12
1020,2008_004265,3.12
1031,2008_004291,3.12
1327,2008_005423,3.12
1356,2008_005534,3.12
1497,2008_006100,3.12
1522,2008_006190,3.12
1754,2008_007245,3.12
1856,2008_007701,3.12
2033,2008_008384,3.12
2047,2008_008434,3.12
2102,2008_008654,3.12
2133,2009_000013,3.12
2259,2009_000474,3.12
2310,2009_000648,3.12
2317,2009_000683,3.12
2380,2009_000920,3.12
2412,2009_001028,3.12
2595,2009_001715,3.12
2603,2009_001744,3.12
2633,2009_001861,3.12
2721,2009_002205,3.12
2805,2009_002539,3.12
2893,2009_002883,3.12
2903,2009_002921,3.12
2950,2009_003093,3.12
2952,2009_003097,3.12
3063,2009_003583,3.12
3393,2009_004872,3.12
3608,2010_000336,3.12
3715,2010_000726,3.12
3740,2010_000828,3.12
3828,2010_001195,3.12
3869,2010_001357,3.12
3897,2010_001449,3.12
4037,2010_001974,3.12
4100,2010_002208,3.12
4142,2010_002396,3.12
4303,2010_003088,3.12
4387,2010_003411,3.12
4409,2010_003534,3.12
4426,2010_003598,3.12
4454,2010_003701,3.12
4603,2010_004314,3.12
4604,2010_004327,3.12
4684,2010_004635,3.12
4692,2010_004669,3.12
4725,2010_004789,3.12
4953,2010_005629,3.12
4956,2010_005640,3.12
4990,2010_005767,3.12
5142,2011_000310,3.12
5321,2011_001163,3.12
5412,2011_001544,3.12
5424,2011_001589,3.12
5498,2011_001896,3.12
5593,2011_002381,3.12
582,2008_002464,3.120167
3112,2009_003753,3.120916
1638,2008_006752,3.121859
4104,2010_002220,3.122136
1398,2008_005698,3.122169
5647,2011_002583,3.122309
1724,2008_007124,3.122895
3032,2009_003446,3.123082
2221,2009_000309,3.123898
1445,2008_005898,3.12426
5354,2011_001281,3.12503
3471,2009_005191,3.125072
922,2008_003882,3.126014
306,2008_001238,3.126115
1518,2008_006166,3.126782
588,2008_002484,3.126967
2878,2009_002820,3.127265
1438,2008_005881,3.127272
383,2008_001609,3.127489
2646,2009_001904,3.127764
4370,2010_003343,3.127929
2361,2009_000830,3.12804
2275,2009_000535,3.128373
4864,2010_005310,3.128473
5171,2011_000455,3.128568
