name,score
2008_004893,2.812394
2008_004894,3.440000
2008_004896,2.940000
2008_004898,3.810000
2008_004899,3.620000
2008_004900,2.891685
2008_004903,3.153514
2008_004904,3.250000
2008_004907,3.020000
2008_004908,3.460000
2008_004910,3.540000
2008_004911,2.556142
2008_004914,3.247486
2008_004917,3.310572
2008_004920,3.280000
2008_004921,3.350000
2008_004923,3.471512
2008_004926,3.186867
2008_004930,3.250000
2008_004931,3.190000
2008_004933,2.933281
2008_004934,2.836258
2008_004935,2.902438
2008_004937,3.360344
2008_004938,3.420000
2008_004940,2.922040
2008_004942,3.117888
2008_004945,3.810000
2008_004946,2.865382
2008_004948,3.545129
2008_004950,3.445481
2008_004955,3.001754
2008_004961,3.400000
2008_004964,3.190000
2008_004966,3.670000
2008_004967,2.860407
2008_004968,3.625285
2008_004969,3.310000
2008_004970,3.550000
2008_004973,2.870000
2008_004974,5.045509
2008_004975,2.861448
2008_004976,4.042017
2008_004977,3.260000
2008_004979,3.730764
2008_004981,3.450804
2008_004982,3.307811
2008_004983,3.256325
2008_004984,3.180000
2008_004985,3.575551
2008_004986,3.567801
2008_004990,2.950000
2008_004991,3.076139
2008_004995,3.140000
2008_004998,3.040000
2008_005000,2.804925
2008_005001,4.106549
2008_005003,2.720000
2008_005006,3.040000
2008_005008,3.220000
2008_005010,3.271645
2008_005013,2.767612
2008_005015,3.256640
2008_005016,3.045110
2008_005023,3.485410
2008_005032,3.210007
2008_005033,3.280000
2008_005035,3.790000
2008_005036,2.760000
2008_005037,4.343691
2008_005040,3.551437
2008_005042,3.040000
2008_005043,2.956225
2008_005045,3.025266
2008_005046,2.950000
2008_005049,4.711892
2008_005051,3.113828
2008_005054,3.180130
2008_005055,3.220000
2008_005057,3.096589
2008_005061,3.103752
2008_005063,3.036305
2008_005064,2.956790
2008_005065,3.370000
2008_005066,3.470000
2008_005068,3.610763
2008_005070,3.047138
2008_005071,3.280000
2008_005072,3.070000
2008_005074,3.630000
2008_005078,5.364455
2008_005080,3.250000
2008_005081,3.861486
2008_005082,3.030000
2008_005084,3.140732
2008_005085,3.179169
2008_005088,3.080000
2008_005089,3.405621
2008_005090,4.249277
2008_005092,2.794015
2008_005094,3.838957
2008_005096,3.040000
2008_005097,2.880157
2008_005098,3.130000
2008_005101,2.946250
2008_005105,3.210000
2008_005107,3.228172
2008_005108,3.610000
2008_005109,2.910742
2008_005110,2.950000
2008_005111,3.451350
2008_005114,2.660000
2008_005115,3.174239
2008_005117,3.380000
2008_005123,3.420600
2008_005127,3.200702
2008_005132,3.046629
2008_005133,2.836852
2008_005134,2.791062
2008_005136,3.911558
2008_005137,2.970530
2008_005139,3.566519
2008_005140,2.970000
2008_005146,4.100551
2008_005147,3.110000
2008_005150,3.440000
2008_005151,3.080000
2008_005156,3.341520
2008_005158,4.886130
2008_005159,3.230000
2008_005160,2.948946
2008_005166,3.741005
2008_005167,3.130000
2008_005168,3.537402
2008_005171,3.250000
2008_005172,3.110000
2008_005174,3.080000
2008_005175,4.742099
2008_005178,3.500000
2008_005181,3.174712
2008_005182,3.410381
2008_005183,6.446616
2008_005185,3.820000
2008_005186,2.803064
2008_005190,2.931682
2008_005191,3.411215
2008_005193,2.893774
2008_005194,2.827580
2008_005196,3.400000
2008_005197,3.250000
2008_005201,3.768549
2008_005204,2.990000
2008_005205,3.354435
2008_005208,2.828599
2008_005209,2.910664
2008_005213,3.040738
2008_005214,3.099854
2008_005215,3.141631
2008_005216,2.959955
2008_005217,2.971413
2008_005218,3.252936
2008_005220,3.969034
2008_005221,2.986272
2008_005231,3.680656
2008_005233,2.898311
2008_005234,3.164289
2008_005235,3.470000
2008_005236,3.551103
2008_005240,3.078132
2008_005242,3.020000
2008_005243,3.103231
2008_005244,3.285323
2008_005245,3.271901
2008_005247,3.092597
2008_005248,4.297054
2008_005250,3.150000
2008_005251,2.960000
2008_005252,2.930000
2008_005253,3.452490
2008_005254,2.700667
2008_005255,3.470000
2008_005257,3.290000
2008_005260,3.050000
2008_005261,3.263974
2008_005266,3.490013
2008_005269,3.180000
2008_005270,3.110000
2008_005271,3.667861
2008_005272,2.980000
2008_005276,3.913772
2008_005277,3.537264
2008_005279,2.900000
2008_005281,2.911053
2008_005282,3.310000
2008_005283,3.270000
2008_005288,2.730000
2008_005294,3.046465
2008_005295,3.260000
2008_005296,3.110000
2008_005297,3.220000
2008_005300,3.006098
2008_005303,2.760000
2008_005304,2.984987
2008_005309,2.880000
2008_005310,3.320000
2008_005313,2.916750
2008_005315,3.360129
2008_005316,3.522138
2008_005319,3.691931
2008_005321,3.390000
2008_005323,3.856234
2008_005324,3.385303
2008_005325,3.621917
2008_005327,2.721161
2008_005329,3.492801
2008_005331,2.950556
2008_005333,2.974820
2008_005335,2.910000
2008_005336,3.948758
2008_005337,3.020000
2008_005338,3.070000
2008_005342,3.467652
2008_005345,3.140000
2008_005346,2.955923
2008_005347,3.808740
2008_005348,3.516413
2008_005349,3.130000
2008_005350,4.001136
2008_005354,3.145958
2008_005356,3.084526
2008_005357,2.650752
2008_005359,3.529140
2008_005360,3.300000
2008_005361,3.733513
2008_005362,2.855978
2008_005363,3.110000
2008_005365,3.653060
2008_005367,3.336042
2008_005369,2.975747
2008_005373,3.220000
2008_005374,3.135244
2008_005375,3.012641
2008_005376,2.870000
2008_005378,3.194517
2008_005379,2.809691
2008_005380,2.840000
2008_005382,3.242870
2008_005386,3.073043
2008_005389,3.120000
2008_005393,3.134537
2008_005395,3.423772
2008_005396,2.899859
2008_005398,3.080000
2008_005399,3.279115
2008_005400,3.100000
2008_005404,3.153011
2008_005405,3.110962
2008_005406,3.178818
2008_005408,2.975545
2008_005412,3.113308
2008_005414,3.286666
2008_005415,3.040000
2008_005417,3.245276
2008_005421,2.750222
2008_005422,3.150000
2008_005423,3.120000
2008_005427,3.200000
2008_005429,3.420000
2008_005431,5.285718
2008_005433,3.504467
2008_005436,2.750000
2008_005439,2.788448
2008_005443,2.650000
2008_005444,3.069256
2008_005445,3.497906
2008_005446,3.580000
2008_005447,2.929018
2008_005449,3.027286
2008_005451,3.250000
2008_005455,2.750000
2008_005456,3.174849
2008_005460,3.180000
2008_005463,2.873255
2008_005465,2.920000
2008_005467,3.198638
2008_005469,3.002879
2008_005472,4.700485
2008_005473,3.410000
2008_005477,2.620000
2008_005480,2.840000
2008_005484,3.002427
2008_005485,3.030000
2008_005490,3.002070
2008_005491,3.170000
2008_005494,3.641350
2008_005496,3.273281
2008_005498,3.117703
2008_005500,2.983073
2008_005501,3.945411
2008_005502,3.420000
2008_005504,3.690142
2008_005505,3.250000
2008_005507,2.893081
2008_005510,3.500000
2008_005511,3.120156
2008_005512,3.100000
2008_005514,3.013208
2008_005517,3.440000
2008_005519,3.560751
2008_005521,2.964495
2008_005522,3.270000
2008_005523,2.976928
2008_005525,2.920000
2008_005526,3.210000
2008_005527,3.460000
2008_005530,3.647179
2008_005531,2.892561
2008_005534,3.120000
2008_005536,3.330000
2008_005538,2.742805
2008_005541,3.090000
2008_005544,3.640000
2008_005548,3.140000
2008_005549,4.536426
2008_005550,3.060000
2008_005552,2.959426
2008_005553,3.755420
2008_005558,2.981586
2008_005560,3.598674
2008_005561,3.310000
2008_005563,3.453404
2008_005564,3.130000
2008_005566,3.161180
2008_005567,3.398123
2008_005569,3.070000
2008_005570,3.726222
2008_005572,3.060000
2008_005573,3.115790
2008_005574,3.220000
2008_005582,3.172103
2008_005584,3.462009
2008_005588,2.997173
2008_005589,3.342163
2008_005591,3.339747
2008_005593,3.330000
2008_005599,3.835181
2008_005600,2.928976
2008_005601,3.180799
2008_005603,3.251268
2008_005608,3.542474
2008_005609,3.240000
2008_005610,3.286705
2008_005611,3.310000
2008_005612,3.414132
2008_005614,3.160000
2008_005616,3.280000
2008_005618,2.880000
2008_005623,3.180000
2008_005625,3.630000
2008_005626,2.886177
2008_005627,3.381141
2008_005628,3.187670
2008_005631,2.905752
2008_005633,2.660000
2008_005634,3.380000
2008_005635,3.510000
2008_005636,2.590000
2008_005637,2.850000
2008_005638,2.991031
2008_005639,3.883606
2008_005641,3.402887
2008_005642,2.910000
2008_005643,3.170051
2008_005646,3.171455
2008_005649,2.880000
2008_005650,3.416240
2008_005652,4.923011
2008_005653,2.959357
2008_005656,2.859990
2008_005657,3.170000
2008_005660,4.262784
2008_005663,2.675318
2008_005664,3.200000
2008_005668,3.228028
2008_005673,2.941462
2008_005675,3.051902
2008_005676,3.490000
2008_005677,3.290000
2008_005678,3.150000
2008_005679,2.920000
2008_005680,3.470000
2008_005681,3.537740
2008_005682,3.150000
2008_005683,3.580000
2008_005685,2.866581
2008_005686,3.190000
2008_005687,3.203198
2008_005691,2.981215
2008_005695,2.850624
2008_005698,3.122169
2008_005699,2.965474
2008_005701,3.274048
2008_005702,3.330000
2008_005703,3.120000
2008_005705,3.202503
2008_005706,3.010000
2008_005707,3.251019
2008_005713,2.881209
2008_005714,3.006065
2008_005716,3.040000
2008_005719,3.031578
2008_005720,3.410000
2008_005721,3.279248
2008_005724,2.763662
2008_005726,3.130000
2008_005727,3.120000
2008_005728,3.169170
2008_005732,3.622201
2008_005734,2.980000
2008_005735,2.710000
2008_005736,3.180000
2008_005737,3.320000
2008_005738,3.565479
2008_005739,3.616992
2008_005742,3.150689
2008_005747,3.010000
2008_005748,3.874100
2008_005750,3.443207
2008_005752,3.149621
2008_005757,2.870000
2008_005758,3.390000
2008_005761,3.328237
2008_005763,3.178129
2008_005764,3.055730
2008_005767,3.414524
2008_005768,3.250000
2008_005770,3.670000
2008_005774,3.550781
2008_005777,2.981871
2008_005779,3.304723
2008_005780,3.014229
2008_005788,3.114408
2008_005790,3.180000
2008_005791,3.046982
2008_005792,3.040000
2008_005794,3.781163
2008_005796,4.796328
2008_005798,3.384933
2008_005800,3.090713
2008_005801,3.160000
2008_005803,2.860000
2008_005805,3.034311
2008_005808,5.229269
2008_005810,3.272914
2008_005812,3.040000
2008_005816,2.712296
2008_005817,3.487194
2008_005818,3.540000
2008_005821,2.735009
2008_005822,3.180000
2008_005823,3.113813
2008_005825,3.103426
2008_005831,3.250000
2008_005832,3.620000
2008_005834,3.110000
2008_005838,3.310000
2008_005839,3.534142
2008_005843,3.084415
2008_005845,3.080000
2008_005846,3.400663
2008_005847,2.970000
2008_005848,3.290000
2008_005850,3.470000
2008_005853,3.150044
2008_005855,2.988542
2008_005856,3.948677
2008_005857,3.230000
2008_005860,3.073364
2008_005863,3.277656
2008_005865,3.370000
2008_005867,3.390000
2008_005869,3.505723
2008_005871,2.810000
2008_005873,4.136444
2008_005874,3.080000
2008_005875,2.775012
2008_005877,3.020000
2008_005878,7.562747
2008_005881,3.127272
2008_005882,3.210000
2008_005883,2.854519
2008_005884,3.702572
2008_005889,5.109473
2008_005890,5.450763
2008_005891,3.345912
2008_005893,3.040000
2008_005895,2.798608
2008_005897,3.361566
2008_005898,3.124260
2008_005902,3.590397
2008_005903,2.760000
2008_005904,2.984093
2008_005905,3.240000
2008_005907,3.289061
2008_005914,5.116560
2008_005915,3.321891
2008_005916,4.523925
2008_005918,3.159320
2008_005921,3.041024
2008_005923,3.210000
2008_005924,3.005271
2008_005926,3.239848
2008_005928,3.076680
2008_005929,3.110000
2008_005933,3.504432
2008_005934,4.595593
2008_005935,2.796696
2008_005936,5.870000
2008_005937,3.253106
2008_005938,2.910000
2008_005939,3.328550
2008_005943,2.780000
2008_005945,3.230000
2008_005954,3.363364
2008_005956,3.270000
2008_005957,3.542130
2008_005959,4.221433
2008_005960,2.990000
2008_005962,3.628500
2008_005964,3.267970
2008_005967,4.064480
2008_005968,2.672230
2008_005970,3.294415
2008_005972,3.230534
2008_005975,3.146212
2008_005976,3.510000
2008_005977,2.710000
2008_005978,3.290000
2008_005979,3.389467
2008_005980,3.805394
2008_005982,3.084072
2008_005984,3.460000
2008_005987,3.028042
2008_005989,2.945118
2008_005991,3.085967
2008_005997,2.784657
2008_006000,2.962719
2008_006002,2.800000
2008_006004,3.270000
2008_006007,2.990177
2008_006008,3.839164
2008_006010,3.376086
2008_006014,3.090000
2008_006017,3.201687
2008_006020,2.694568
2008_006021,3.160000
2008_006024,3.051574
2008_006027,3.290000
2008_006028,3.120000
2008_006031,3.476546
2008_006032,3.753671
2008_006034,3.840000
2008_006036,3.491682
2008_006037,3.638548
2008_006038,3.336438
2008_006039,3.414010
2008_006041,2.977249
2008_006042,3.250000
2008_006045,3.051193
2008_006046,3.660000
2008_006047,3.518861
2008_006049,3.580000
2008_006050,2.780000
2008_006052,4.007658
2008_006055,3.180000
2008_006058,3.482809
2008_006059,3.603428
2008_006062,3.873827
2008_006063,3.027252
2008_006064,3.038746
2008_006065,3.220804
2008_006067,3.560000
2008_006068,3.180000
2008_006070,3.197781
2008_006071,4.103172
2008_006072,2.803365
2008_006074,2.800836
2008_006076,3.353801
2008_006078,3.486583
2008_006081,3.220000
2008_006082,3.072581
2008_006085,2.840000
2008_006087,5.625186
2008_006088,3.470096
2008_006090,2.731545
2008_006092,3.565443
2008_006094,3.277613
2008_006096,3.660000
2008_006099,2.873242
2008_006100,3.120000
2008_006102,3.389399
2008_006104,2.840000
2008_006108,3.226773
2008_006109,2.819360
2008_006111,3.160000
2008_006112,3.299007
2008_006113,2.617332
2008_006117,3.150870
2008_006119,2.920000
2008_006120,3.289481
2008_006121,3.190000
2008_006124,3.210000
2008_006128,2.783975
2008_006129,3.280000
2008_006130,3.038464
2008_006133,3.250000
2008_006135,3.110000
2008_006136,3.671959
2008_006140,2.998406
2008_006143,3.405225
2008_006144,3.076227
2008_006145,3.220000
2008_006147,3.030000
2008_006148,3.510000
2008_006151,3.020000
2008_006152,3.370000
2008_006154,3.256467
2008_006158,3.206151
2008_006159,3.440000
2008_006163,3.250000
2008_006164,2.710000
2008_006166,3.126782
2008_006169,3.285255
2008_006170,2.870000
2008_006175,2.911192
2008_006178,3.019899
2008_006179,2.819914
2008_006181,3.060000
2008_006182,3.280000
2008_006185,6.006324
2008_006186,3.237780
2008_006188,3.056353
2008_006190,3.120000
2008_006192,3.335812
2008_006194,2.890000
2008_006195,3.370000
2008_006200,3.170000
2008_006203,3.347362
2008_006205,2.880061
2008_006207,3.180000
2008_006210,3.241020
2008_006211,2.896125
2008_006213,2.766454
2008_006215,3.370540
2008_006216,3.517307
2008_006218,2.900000
2008_006219,3.260000
2008_006220,3.260000
2008_006221,3.050000
2008_006222,3.320000
2008_006224,3.798036
2008_006225,2.990493
2008_006227,3.044005
2008_006229,3.046454
2008_006232,3.160000
2008_006233,2.970736
2008_006234,2.860000
2008_006235,3.170000
2008_006239,3.020000
2008_006240,3.124851
2008_006242,3.142624
2008_006244,4.102348
2008_006249,2.951381
2008_006250,3.351694
2008_006253,3.223856
2008_006254,3.253355
2008_006256,3.070000
2008_006257,3.130000
2008_006258,3.090000
2008_006262,3.170000
2008_006265,3.574755
2008_006267,3.410000
2008_006269,2.980000
2008_006271,3.470699
2008_006272,3.050000
2008_006273,3.299240
2008_006275,3.713243
2008_006276,3.097356
2008_006280,2.648554
2008_006281,2.980000
2008_006282,3.527759
2008_006285,2.782397
2008_006288,3.296056
2008_006289,3.089424
2008_006290,3.270000
2008_006294,2.880000
2008_006295,3.762345
2008_006298,4.981029
2008_006300,3.223718
2008_006303,3.730000
2008_006307,3.171981
2008_006310,3.860000
2008_006311,3.226884
2008_006315,3.316652
2008_006316,3.188590
2008_006317,3.140315
2008_006320,2.833806
2008_006323,2.965101
2008_006325,2.550000
2008_006327,3.130000
2008_006329,2.913999
2008_006330,3.510000
2008_006331,4.174383
2008_006335,3.045529
2008_006336,3.014612
2008_006337,3.155024
2008_006339,3.032511
2008_006341,3.040000
2008_006345,3.159702
2008_006347,2.960000
2008_006349,3.120000
2008_006350,3.180000
2008_006351,2.850704
2008_006353,3.025339
2008_006355,3.203312
2008_006356,3.450000
2008_006359,3.147949
2008_006361,3.190000
2008_006362,3.010000
2008_006364,2.831404
2008_006365,3.531744
2008_006366,3.260000
2008_006368,3.238801
2008_006369,3.090000
2008_006370,4.206242
2008_006373,3.533808
2008_006376,2.873424
2008_006377,2.879397
2008_006382,3.104978
2008_006384,3.170000
2008_006386,2.974929
2008_006387,3.430000
2008_006389,3.300000
2008_006390,3.245501
2008_006392,3.167965
2008_006394,3.380000
2008_006397,3.192148
2008_006400,2.633942
2008_006401,3.021940
2008_006403,2.870000
2008_006404,3.180000
2008_006407,3.039348
2008_006408,3.020000
2008_006409,3.252277
2008_006410,3.182772
2008_006416,3.060000
2008_006417,3.210000
2008_006419,3.460000
2008_006421,3.409318
2008_006424,3.226966
2008_006425,3.210532
2008_006427,3.144272
2008_006429,3.040455
2008_006430,2.950000
2008_006432,2.906541
2008_006433,3.240000
2008_006434,3.150000
2008_006436,3.270000
2008_006438,3.054771
2008_006441,3.140000
2008_006447,2.840000
2008_006448,3.213609
2008_006449,3.310000
2008_006452,3.220000
2008_006458,3.130000
2008_006461,5.134714
2008_006462,3.110000
2008_006463,3.280000
2008_006467,2.851718
2008_006470,3.030000
2008_006474,3.080000
2008_006475,3.152665
2008_006477,3.318913
2008_006480,3.160000
2008_006481,3.450000
2008_006482,4.847889
2008_006483,3.187870
2008_006487,3.274637
2008_006488,2.990000
2008_006489,3.125951
2008_006490,3.160000
2008_006491,3.320000
2008_006496,3.590000
2008_006497,3.488511
2008_006500,3.130000
2008_006502,2.960000
2008_006503,3.060000
2008_006506,3.478330
2008_006509,3.690000
2008_006511,3.234087
2008_006512,3.020000
2008_006517,2.783095
2008_006519,3.140000
2008_006520,2.980888
2008_006522,3.886146
2008_006523,3.115048
2008_006524,3.080000
2008_006526,3.550000
2008_006528,3.045343
2008_006530,2.935437
2008_006534,3.454239
2008_006538,3.790000
2008_006540,3.220000
2008_006543,3.560000
2008_006546,2.980000
2008_006547,3.420000
2008_006548,3.116648
2008_006549,3.470000
2008_006553,3.060000
2008_006554,3.368693
2008_006558,3.098245
2008_006561,2.927794
2008_006562,3.207882
2008_006564,3.023578
2008_006566,3.092588
2008_006567,3.058933
2008_006568,2.990000
2008_006570,3.370000
2008_006576,2.960000
2008_006578,3.110000
2008_006579,2.916876
2008_006585,3.775561
2008_006586,3.344664
2008_006587,4.110680
2008_006588,4.053470
2008_006591,3.269733
2008_006598,3.040000
2008_006599,2.850000
2008_006600,3.868421
2008_006602,3.250000
2008_006604,3.472042
2008_006605,3.950784
2008_006606,3.344916
2008_006609,2.958412
2008_006610,3.427192
2008_006611,3.567738
2008_006613,3.180000
2008_006614,2.848316
2008_006616,5.662236
2008_006617,3.201180
2008_006619,2.720000
2008_006621,2.837388
2008_006623,2.810000
2008_006624,3.748780
2008_006625,3.218277
2008_006626,2.880000
2008_006629,3.110000
2008_006631,3.151477
2008_006634,3.620000
2008_006635,3.540000
2008_006637,3.390000
2008_006638,3.330712
2008_006641,3.097134
2008_006642,3.240000
2008_006645,3.330000
2008_006646,3.260406
2008_006649,3.080000
2008_006650,3.240000
2008_006654,3.075139
2008_006655,3.785716
2008_006656,3.180000
2008_006657,3.150000
2008_006660,3.195548
2008_006662,3.430000
2008_006663,3.371789
2008_006665,4.227123
2008_006667,2.893455
2008_006668,2.949534
2008_006671,3.010000
2008_006677,2.972254
2008_006682,2.990038
2008_006684,3.180000
2008_006686,3.450325
2008_006690,3.747881
2008_006691,3.230194
2008_006692,3.223939
2008_006694,3.060000
2008_006696,2.935790
2008_006700,3.080943
2008_006701,5.497407
2008_006703,3.010000
2008_006705,3.490000
2008_006708,2.990000
2008_006710,4.053101
2008_006712,3.800537
2008_006714,3.390000
2008_006715,3.050000
2008_006716,2.980000
2008_006717,3.010000
2008_006718,3.661728
2008_006719,3.340000
2008_006720,3.290000
2008_006722,2.890161
2008_006724,3.050000
2008_006728,2.969578
2008_006730,3.650000
2008_006731,3.320000
2008_006732,2.970000
2008_006733,3.315825
2008_006737,3.360000
2008_006743,3.078319
2008_006746,3.240000
2008_006747,3.308616
2008_006748,3.151416
2008_006750,3.380000
2008_006751,3.040000
2008_006752,3.121859
2008_006753,3.171049
2008_006758,3.135730
2008_006761,3.250000
2008_006762,3.110000
2008_006764,2.970000
2008_006765,3.060000
2008_006767,3.320000
2008_006773,3.039558
2008_006774,2.904640
2008_006776,3.070000
2008_006777,3.207004
2008_006778,3.135499
2008_006779,3.080000
2008_006781,2.814216
2008_006784,2.911546
2008_006785,2.640426
2008_006792,3.090000
2008_006793,2.720000
2008_006796,3.430000
2008_006797,3.089320
2008_006798,3.142813
2008_006800,3.150000
2008_006802,3.120000
2008_006807,3.380000
2008_006808,3.540000
2008_006810,2.860000
2008_006811,2.810000
2008_006813,3.030000
2008_006815,3.280000
2008_006816,3.580000
2008_006817,2.821577
2008_006818,3.380000
2008_006819,3.007269
2008_006820,5.661532
2008_006824,3.400000
2008_006825,3.190000
2008_006827,3.474945
2008_006828,3.380270
2008_006831,3.117084
2008_006832,2.976454
2008_006833,3.155060
2008_006834,4.384525
2008_006835,3.270000
2008_006837,3.290957
2008_006839,3.520000
2008_006841,3.290000
2008_006843,3.111838
2008_006844,3.630000
2008_006847,3.560000
2008_006849,3.782148
2008_006855,4.219371
2008_006857,3.450000
2008_006863,4.936407
2008_006864,3.180000
2008_006865,3.049820
2008_006868,3.340122
2008_006870,3.432325
2008_006872,3.305342
2008_006873,3.290000
2008_006874,3.086864
2008_006877,3.480000
2008_006879,3.150000
2008_006880,3.040000
2008_006881,3.050000
2008_006882,2.950000
2008_006885,2.870000
2008_006887,4.368934
2008_006889,3.190000
2008_006890,3.000000
2008_006892,3.233090
2008_006896,2.852538
2008_006898,3.070000
2008_006900,3.175358
2008_006902,3.260000
2008_006903,3.450000
2008_006904,3.113722
2008_006907,3.569844
2008_006908,2.738762
2008_006909,3.416898
2008_006910,3.590000
2008_006912,3.013348
2008_006919,3.090000
2008_006920,3.048870
2008_006921,3.150000
2008_006923,2.703305
2008_006924,2.890000
2008_006925,3.117000
2008_006926,2.978620
2008_006933,3.388436
2008_006936,3.648851
2008_006939,3.430000
2008_006941,3.160000
2008_006944,2.940000
2008_006946,4.138832
2008_006948,3.989029
2008_006949,3.390000
2008_006950,3.432116
2008_006951,2.980000
2008_006952,3.340000
2008_006953,2.936147
2008_006954,3.236919
2008_006956,3.110000
2008_006959,3.450000
2008_006960,3.431906
2008_006961,3.579823
2008_006962,3.080000
2008_006965,3.063836
2008_006967,3.140000
2008_006968,3.224173
2008_006969,3.309792
2008_006973,2.750000
2008_006979,3.468070
2008_006980,3.013406
2008_006981,3.374805
2008_006986,3.010000
2008_006987,2.803915
2008_006989,3.960000
2008_006991,3.310000
2008_006992,3.510000
2008_006997,3.458891
2008_006998,2.620000
2008_006999,3.140000
2008_007003,2.770000
2008_007004,3.102706
2008_007006,3.327900
2008_007009,3.638698
2008_007010,3.590000
2008_007011,3.008881
2008_007012,2.910000
2008_007014,2.960000
2008_007019,3.000065
2008_007021,3.420000
2008_007022,4.881191
2008_007025,3.035431
2008_007026,3.220000
2008_007028,2.937659
2008_007030,3.230000
2008_007031,3.592728
2008_007032,3.442205
2008_007034,2.964581
2008_007038,4.271189
2008_007039,3.091845
2008_007042,3.120000
2008_007043,3.840000
2008_007045,3.130000
2008_007048,3.170000
2008_007050,3.390000
2008_007054,3.020000
2008_007056,3.540000
2008_007057,3.710000
2008_007058,3.290000
2008_007059,3.120000
2008_007060,3.347403
2008_007061,3.871406
2008_007064,3.088158
2008_007067,3.224755
2008_007069,3.050000
2008_007070,3.064925
2008_007073,2.958034
2008_007075,3.498092
2008_007076,3.078421
2008_007081,3.170000
2008_007082,3.040000
2008_007084,3.210000
2008_007085,3.170000
2008_007086,2.773769
2008_007090,3.515345
2008_007091,3.680000
2008_007095,3.230000
2008_007096,3.120000
2008_007097,4.630000
2008_007098,3.300000
2008_007101,5.329020
2008_007103,3.090000
2008_007105,3.307959
2008_007106,3.035215
2008_007108,3.295029
2008_007112,3.347397
2008_007114,3.460000
2008_007115,3.670000
2008_007118,3.050000
2008_007119,3.680000
2008_007120,3.370551
2008_007123,3.460000
2008_007124,3.122895
2008_007129,3.170396
2008_007130,3.038797
2008_007131,3.020000
2008_007133,3.468016
2008_007134,3.380000
2008_007138,3.318988
2008_007142,3.060000
2008_007143,3.740000
2008_007145,3.140000
2008_007146,3.324552
2008_007147,3.280000
2008_007151,2.840000
2008_007156,3.380000
2008_007161,2.960000
2008_007163,3.136725
2008_007164,3.225666
2008_007165,3.270000
2008_007166,3.440000
2008_007167,3.640000
2008_007168,3.570000
2008_007169,3.510000
2008_007171,3.417773
2008_007176,2.910000
2008_007179,5.604125
2008_007181,3.632427
2008_007182,3.140277
2008_007184,3.350000
2008_007185,3.240000
2008_007187,3.180000
2008_007188,3.115799
2008_007189,3.243259
2008_007190,3.230000
2008_007194,3.190000
2008_007195,3.260000
2008_007196,3.060000
2008_007197,3.829055
2008_007201,2.930000
2008_007205,3.400000
2008_007207,3.251119
2008_007208,3.078189
2008_007211,2.980000
2008_007214,5.776995
2008_007216,3.260000
2008_007217,3.240000
2008_007218,3.170000
2008_007219,3.150000
2008_007221,3.184661
2008_007222,2.980000
2008_007223,3.720000
2008_007225,3.471494
2008_007226,3.160000
2008_007227,3.847439
2008_007229,2.970000
2008_007231,3.140000
2008_007236,2.706743
2008_007237,4.051196
2008_007239,2.710000
2008_007241,3.130000
2008_007242,4.686352
2008_007245,3.120000
2008_007246,3.796237
2008_007247,2.997003
2008_007250,3.170000
2008_007252,3.651892
2008_007254,3.380000
2008_007256,2.875093
2008_007260,3.107221
2008_007261,3.280000
2008_007264,3.350000
2008_007265,2.816555
2008_007266,3.135108
2008_007269,3.216033
2008_007273,3.430000
2008_007274,2.964474
2008_007277,3.032886
2008_007279,3.071635
2008_007280,3.110000
2008_007281,4.240000
2008_007282,3.681569
2008_007285,3.660000
2008_007286,3.440000
2008_007287,3.704483
2008_007289,2.970000
2008_007291,5.389154
2008_007293,3.240000
2008_007295,3.640000
2008_007298,3.540000
2008_007305,3.261082
2008_007307,4.374929
2008_007311,3.444826
2008_007312,3.030000
2008_007313,3.120000
2008_007314,3.229866
2008_007317,2.940000
2008_007319,3.223720
2008_007320,3.310000
2008_007321,3.630000
2008_007323,3.525245
2008_007324,3.372108
2008_007325,3.221893
2008_007327,3.327277
2008_007332,3.269803
2008_007334,3.150000
2008_007335,3.895159
2008_007336,3.140000
2008_007339,3.320000
2008_007343,3.085941
2008_007344,3.160000
2008_007346,3.669908
2008_007348,3.410000
2008_007350,3.200000
2008_007352,3.412935
2008_007353,2.720000
2008_007356,3.886326
2008_007357,3.053183
2008_007358,2.870000
2008_007361,3.570000
2008_007363,3.240329
2008_007364,4.013546
2008_007374,2.852590
2008_007375,3.420987
2008_007378,3.184877
2008_007382,3.120000
2008_007383,6.840000
2008_007384,3.101577
2008_007388,3.820000
2008_007389,3.020000
2008_007390,3.389606
2008_007392,3.235448
2008_007393,3.280000
2008_007394,2.899784
2008_007397,2.960000
2008_007398,3.240000
2008_007402,3.270000
2008_007403,2.720000
2008_007404,2.890000
2008_007409,3.778476
2008_007410,3.530000
2008_007415,3.260000
2008_007417,3.680000
2008_007421,2.852781
2008_007423,3.270000
2008_007424,3.070000
2008_007425,3.631720
2008_007428,3.652208
2008_007430,2.946180
2008_007431,3.908232
2008_007432,3.639123
2008_007433,3.110000
2008_007434,2.880000
2008_007435,3.420000
2008_007438,3.620000
2008_007441,2.980000
2008_007442,3.010000
2008_007443,3.060000
2008_007444,3.170000
2008_007446,3.427085
2008_007448,3.540048
2008_007452,3.470000
2008_007455,3.001367
2008_007456,3.680000
2008_007458,3.040000
2008_007459,3.235305
2008_007461,3.590000
2008_007465,2.928609
2008_007466,3.012273
2008_007469,3.215066
2008_007470,3.390000
2008_007471,2.870000
2008_007472,2.950000
